0.333333	0
1	0
1.66667	0
2.33333	0.0243897
3	0.130818
3.66667	0.319284
4.33333	0.470057
5	0.583136
5.66667	0.656305
6.33333	0.534357
7	0.494446
7.66667	0.39467
8.33333	0.343673
9	0.24168
9.66667	0.195118
10.3333	0.17738
11	0.15299
11.6667	0.110862
12.3333	0.0931244
13	0.101993
13.6667	0.0576485
14.3333	0.0665174
15	0.0376932
15.6667	0.0421277
16.3333	0.035476
17	0.0376932
17.6667	0.0376932
18.3333	0.0243897
19	0.0155207
19.6667	0.00665174
20.3333	0.0199552
21	0.0221725
21.6667	0.0199552
22.3333	0.00665174
23	0.0133035
23.6667	0.0133035
24.3333	0.0133035
25	0.0044345
25.6667	0.00221725
26.3333	0.00221725
27	0.0044345
27.6667	0.00221725
28.3333	0.00221725
29	0
29.6667	0
30.3333	0
31	0.0044345
31.6667	0
32.3333	0
33	0
33.6667	0
34.3333	0
35	0
35.6667	0
36.3333	0.00221725
37	0
37.6667	0
38.3333	0
39	0
39.6667	0.00221725
