0.333333	0
1	0
1.66667	0
2.33333	0.0937818
3	0.389418
3.66667	0.75472
4.33333	0.983369
5	1.01016
5.66667	1.03339
6.33333	1.01463
7	0.992301
7.66667	0.870831
8.33333	0.809203
9	0.725246
9.66667	0.695772
10.3333	0.637716
11	0.594845
11.6667	0.615387
12.3333	0.659152
13	0.621639
13.6667	0.508208
14.3333	0.586806
15	0.573409
15.6667	0.509994
16.3333	0.450153
17	0.458191
17.6667	0.389418
18.3333	0.340294
19	0.229542
19.6667	0.156303
20.3333	0.163448
21	0.163448
21.6667	0.140226
22.3333	0.146478
23	0.171487
23.6667	0.125042
24.3333	0.129508
25	0.13844
25.6667	0.125936
26.3333	0.103607
27	0.0241153
27.6667	0.00714528
28.3333	0.0125042
29	0.00982476
29.6667	0.0133974
30.3333	0.00803844
31	0.0116111
31.6667	0.0107179
32.3333	0.00625212
33	0.0044658
33.6667	0.00625212
34.3333	0.00803844
35	0.00803844
35.6667	0.00714528
36.3333	0.00357264
37	0.00982476
37.6667	0.00803844
38.3333	0.0089316
39	0.00714528
39.6667	0.00803844
