0.333333	0
1	0
1.66667	0
2.33333	0.0437648
3	0.151837
3.66667	0.374234
4.33333	0.568943
5	0.727926
5.66667	0.764545
6.33333	0.707383
7	0.766331
7.66667	0.676122
8.33333	0.588593
9	0.485879
9.66667	0.44926
10.3333	0.384952
11	0.371555
11.6667	0.34208
12.3333	0.286704
13	0.292957
13.6667	0.258123
14.3333	0.258123
15	0.233115
15.6667	0.217931
16.3333	0.215252
17	0.171487
17.6667	0.175953
18.3333	0.154517
19	0.102713
19.6667	0.0660938
20.3333	0.0768118
21	0.0741323
21.6667	0.0678802
22.3333	0.0482306
23	0.0509101
23.6667	0.0562691
24.3333	0.0580554
25	0.0589486
25.6667	0.0482306
26.3333	0.0401922
27	0.00803844
27.6667	0.00357264
28.3333	0.0089316
29	0.00714528
29.6667	0.0044658
30.3333	0.00178632
31	0.0044658
31.6667	0.00267948
32.3333	0.00803844
33	0.00089316
33.6667	0.00625212
34.3333	0.00535896
35	0.00267948
35.6667	0.00267948
36.3333	0.00535896
37	0.00357264
37.6667	0.0044658
38.3333	0.0044658
39	0.0044658
39.6667	0.0044658
