0.333333	0
1	0
1.66667	0
2.33333	0.0842554
3	0.385801
3.66667	0.698433
4.33333	0.900203
5	0.778254
5.66667	0.687347
6.33333	0.552095
7	0.416843
7.66667	0.281591
8.33333	0.228377
9	0.212856
9.66667	0.110862
10.3333	0.126383
11	0.117514
11.6667	0.110862
12.3333	0.0864727
13	0.0864727
13.6667	0.0731692
14.3333	0.0509967
15	0.017738
15.6667	0.0310415
16.3333	0.0221725
17	0.0421277
17.6667	0.026607
18.3333	0.017738
19	0.0110862
19.6667	0.0044345
20.3333	0.0044345
21	0.0110862
21.6667	0.00665174
22.3333	0.00886899
23	0.017738
23.6667	0.0044345
24.3333	0.0133035
25	0.0044345
25.6667	0.00221725
26.3333	0
27	0
27.6667	0
28.3333	0
29	0.00221725
29.6667	0
30.3333	0
31	0
31.6667	0
32.3333	0
33	0
33.6667	0
34.3333	0
35	0
35.6667	0
36.3333	0
37	0
37.6667	0
38.3333	0.00221725
39	0
39.6667	0
