0.333333	0
1	0
1.66667	0
2.33333	0.0155207
3	0.0820382
3.66667	0.188466
4.33333	0.223942
5	0.410191
5.66667	0.463405
6.33333	0.576485
7	0.61196
7.66667	0.560964
8.33333	0.487795
9	0.399105
9.66667	0.312632
10.3333	0.268287
11	0.21729
11.6667	0.17738
12.3333	0.135252
13	0.0886899
13.6667	0.0997762
14.3333	0.0864727
15	0.0620829
15.6667	0.0598657
16.3333	0.0665174
17	0.044345
17.6667	0.0399105
18.3333	0.035476
19	0.0376932
19.6667	0.0221725
20.3333	0.0133035
21	0.0110862
21.6667	0.00886899
22.3333	0.00221725
23	0.0110862
23.6667	0.0110862
24.3333	0.0155207
25	0.0110862
25.6667	0.0110862
26.3333	0.00665174
27	0.00221725
27.6667	0.0044345
28.3333	0
29	0
29.6667	0
30.3333	0
31	0
31.6667	0
32.3333	0
33	0.00221725
33.6667	0
34.3333	0
35	0
35.6667	0
36.3333	0
37	0
37.6667	0
38.3333	0
39	0
39.6667	0
