0.333333	0
1	0
1.66667	0
2.33333	0.0187564
3	0.0518033
3.66667	0.12147
4.33333	0.213465
5	0.286704
5.66667	0.399243
6.33333	0.475161
7	0.586806
7.66667	0.604669
8.33333	0.505529
9	0.441221
9.66667	0.380486
10.3333	0.328683
11	0.279559
11.6667	0.237581
12.3333	0.187564
13	0.167914
13.6667	0.13844
14.3333	0.136653
15	0.109859
15.6667	0.0973545
16.3333	0.108966
17	0.0884229
17.6667	0.072346
18.3333	0.0732391
19	0.0830639
19.6667	0.0518033
20.3333	0.0473375
21	0.0348332
21.6667	0.0366196
22.3333	0.0294743
23	0.0375127
23.6667	0.022329
24.3333	0.0321538
25	0.0232222
25.6667	0.01697
26.3333	0.0160769
27	0.0151837
27.6667	0.00535896
28.3333	0.00267948
29	0.00357264
29.6667	0.0044658
30.3333	0.00089316
31	0.0044658
31.6667	0.00357264
32.3333	0.00089316
33	0.00178632
33.6667	0.00267948
34.3333	0
35	0
35.6667	0.00089316
36.3333	0.00089316
37	0.00178632
37.6667	0.00089316
38.3333	0
39	0.00357264
39.6667	0.00267948
