0.333333	0
1	0
1.66667	0
2.33333	0.0759186
3	0.273307
3.66667	0.590379
4.33333	0.995874
5	1.11109
5.66667	1.01284
6.33333	0.873511
7	0.751148
7.66667	0.578768
8.33333	0.477841
9	0.398349
9.66667	0.349226
10.3333	0.322431
11	0.277773
11.6667	0.251871
12.3333	0.246512
13	0.211679
13.6667	0.218824
14.3333	0.18667
15	0.13844
15.6667	0.15273
16.3333	0.150051
17	0.130401
17.6667	0.117897
18.3333	0.107179
19	0.0660938
19.6667	0.0401922
20.3333	0.0401922
21	0.0384059
21.6667	0.0419785
22.3333	0.0348332
23	0.0303674
23.6667	0.0250085
24.3333	0.0303674
25	0.0250085
25.6667	0.0241153
26.3333	0.01697
27	0.0089316
27.6667	0.00089316
28.3333	0.00178632
29	0
29.6667	0.00089316
30.3333	0
31	0.00178632
31.6667	0.00089316
32.3333	0.00267948
33	0
33.6667	0.00089316
34.3333	0
35	0.00178632
35.6667	0.00089316
36.3333	0.00089316
37	0.00089316
37.6667	0.00089316
38.3333	0.00089316
39	0.00089316
39.6667	0
