1.,1.17e+01,5.e-01, 
0.86600,8.7e+00,4.e-01, 
0.50000,7.0e+00,4.e-01, 
0.00000,6.9e+00,5.e-01, 
-0.5000,6.0e+00,3.e-01, 
-0.8660,5.2e+00,3.e-01,
