28.5,5.,2.5,0.186,0.186
28.5,5.,10.,0.182,0.182
28.5,5.,20.,0.506,0.195
28.5,5.,30.,0.072,0.073
28.5,5.,40.,0.249,0.131
28.5,5.,50.,0.072,0.073
28.5,5.,60.,0.131,0.095
28.5,5.,70.,0.065,0.065
28.5,5.,80.,0.049,0.049
28.5,5.,90.,0.037,0.037
28.5,5.,100.,0.028,0.028
28.5,5.,110.,0.021,0.021
28.5,5.,120.,0.017,0.017
28.5,5.,130.,0.013,0.013
28.5,5.,140.,0.011,0.011
28.5,5.,150.,0.009,0.009
28.5,5.,160.,0.008,0.008
28.5,5.,170.,0.008,0.008
28.5,5.,177.5,0.007,0.007
28.5,7.,2.5,7.275,0.740
28.5,7.,10.,7.191,0.731
28.5,7.,20.,6.308,0.705
28.5,7.,30.,5.986,0.693
28.5,7.,40.,5.864,0.668
28.5,7.,50.,5.720,0.677
28.5,7.,60.,5.668,0.646
28.5,7.,70.,4.763,0.581
28.5,7.,80.,3.704,0.497
28.5,7.,90.,3.214,0.422
28.5,7.,100.,2.788,0.359
28.5,7.,110.,2.624,0.306
28.5,7.,120.,2.135,0.289
28.5,7.,130.,1.900,0.275
28.5,7.,140.,2.029,0.193
28.5,7.,150.,1.583,0.305
28.5,7.,160.,1.084,0.170
28.5,7.,170.,1.436,0.332
28.5,7.,177.5,1.420,0.329
28.5,9.,2.5,5.542,0.476
28.5,9.,10.,5.496,0.472
28.5,9.,20.,5.493,0.460
28.5,9.,30.,5.422,0.474
28.5,9.,40.,4.782,0.413
28.5,9.,50.,4.657,0.427
28.5,9.,60.,3.544,0.349
28.5,9.,70.,4.349,0.409
28.5,9.,80.,3.435,0.406
28.5,9.,90.,3.106,0.343
28.5,9.,100.,2.809,0.288
28.5,9.,110.,2.263,0.204
28.5,9.,120.,2.325,0.204
28.5,9.,130.,2.140,0.172
28.5,9.,140.,2.140,0.146
28.5,9.,150.,1.881,0.162
28.5,9.,160.,1.794,0.178
28.5,9.,170.,1.756,0.174
28.5,9.,177.5,1.741,0.173
28.5,11.,2.5,3.143,0.277
28.5,11.,10.,3.112,0.274
