0.460,1.79,0
0.79,1.59,0
1.25,1.39,0
1.83,1.19,0
2.63,0.99,0
3.90,0.80,0
6.00,0.60,0
7.65,0.51,0
9.60,0.43,1
10.79,0.38,1
11.9,0.36,1
8.95,0.33,1
6.83,0.29,1
5.23,0.23,1
3.90,0.21,1
