#5 parameters: [En Int(mb)]
5	67.1391	2.87661
6	94.938	3.14051
7	110.438	3.22651
8	116.884	3.1758
9	114.346	2.95469
10	100.012	2.61732
11	87.3571	2.33393
12	85.5239	2.14809
13	87.9694	2.0133
14	88.9696	1.9335
15	92.0807	1.95761
16	92.0471	1.98858
17	94.7454	2.11813
18	92.8092	2.21265
19	92.6457	2.37928
20	92.3333	2.56597
21	91.7944	2.7871
22	93.7421	3.12338
23	96.6691	3.52758
24	99.1464	3.97299
25	103.727	4.53537
26	110.119	5.28285
27	117.77	6.25664
28	118.602	6.94796
29	120.777	7.88671
30	116.273	8.6829
31	123.765	10.3955
32	108.087	10.6792
33	107.276	12.0598
34	95.4526	12.6319
35	87.7605	13.4041
36	76.786	13.9258
37	82.5057	16.0573
38	74.3674	16.7722
39	75.0387	18.4971
#5 parameters: [En Int(mb)]
4	44.7119	3.43569
5	54.9486	3.51254
6	76.8464	3.78954
7	89.5795	3.91344
8	95.3018	3.8731
9	94.6579	3.65477
10	84.576	3.2847
11	74.3424	2.93459
12	71.1749	2.69658
13	72.3482	2.52613
14	73.5345	2.41954
15	77.5855	2.47167
16	79.2385	2.52608
17.05	82.6608	2.61101
18.2	82.7162	2.64478
19.45	84.3094	2.84033
20.85	84.1821	2.97978
22.4	86.4467	3.4202
24.1	90.6194	3.96566
26	100.508	4.99069
28.15	109.484	6.31894
30.65	107.133	7.80379
33.5	92.1709	9.43335
36.7	81.3944	12.3929
39.2	63.6147	19.132
#5 parameters: [En Int(mb)]
3	71.6986	2.61032
5	34.3027	1.30037
7	45.9252	1.23061
9	53.455	1.13562
11	52.8583	1.007
13	59.7387	0.959692
15	63.651	0.95639
17	65.2118	1.03716
19	64.0741	1.16578
21	62.6972	1.35744
23	66.4546	1.73237
25	69.9972	2.21013
27	79.3931	3.04794
29	89.6625	3.83376
31	106.732	5.08215
33	96.6763	5.89746
35	67.6441	6.67424
37	60.4985	8.00909
39	48.4567	9.23136
28.5	48.4567	0
28.5	48.4567	0
#5 parameters: [En Int(mb)]
3	71.6986	2.61032
5	34.3027	1.30037
7	45.9252	1.23061
9	53.455	1.13562
11	52.8583	1.007
13	59.7387	0.959692
15	63.651	0.95639
17	65.2118	1.03716
19	64.0741	1.16578
21	62.6972	1.35744
23	66.4546	1.73237
25	69.9972	2.21013
27	79.3931	3.04794
29	89.6625	3.83376
31	106.732	5.08215
33	96.6763	5.89746
35	67.6441	6.67424
37	60.4985	8.00909
39	48.4567	9.23136
28.5	48.4567	0
28.5	48.4567	0
#5 parameters: [En Int(mb)]
3	71.6986	2.61032
5	34.3027	1.30037
7	45.9252	1.23061
9	53.455	1.13562
11	52.8583	1.007
13	59.7387	0.959692
15	63.651	0.95639
17	65.2118	1.03716
19	64.0741	1.16578
21	62.6972	1.35744
23	66.4546	1.73237
25	69.9972	2.21013
27	79.3931	3.04794
29	89.6625	3.83376
31	106.732	5.08215
33	96.6763	5.89746
35	67.6441	6.67424
37	60.4985	8.00909
39	48.4567	9.23136
28.5	48.4567	0
28.5	48.4567	0
#6 parameters: [En Int(mb)]
4	44.9627	3.43546
5	55.5397	3.51376
6	77.2075	3.78889
7	91.0909	3.91405
8	99.7942	3.87219
9	101.143	3.65561
10	88.5339	3.28409
11	75.935	2.93371
12	72.211	2.69598
13	72.2794	2.5302
14	73.5242	2.42176
15	77.5613	2.4718
16	79.0661	2.52626
17.05	82.4166	2.61131
18.2	82.2887	2.65683
19.45	82.93	2.84055
20.85	83.0229	2.97959
22.4	85.3258	3.41777
24.1	89.5784	3.96115
26	99.7693	4.98784
28.15	109.378	6.31886
30.65	108.439	7.80141
33.5	92.9068	9.43906
36.7	82.9039	12.3945
39.2	66.5075	19.1272
#6 parameters: [En Int(mb)]
4	44.9627	3.43546
5	55.5397	3.51376
6	77.2075	3.78889
7	91.0909	3.91405
8	99.7942	3.87219
9	101.143	3.65561
10	88.5339	3.28409
11	75.935	2.93371
12	72.211	2.69598
13	72.2794	2.5302
14	73.5242	2.42176
15	77.5613	2.4718
16	79.0661	2.52626
17.05	82.4166	2.61131
18.2	82.2887	2.65683
19.45	82.93	2.84055
20.85	83.0229	2.97959
22.4	85.3258	3.41777
24.1	89.5784	3.96115
26	99.7693	4.98784
28.15	109.378	6.31886
30.65	108.439	7.80141
33.5	92.9068	9.43906
36.7	82.9039	12.3945
39.2	66.5075	19.1272
