#5 parameters: [En Int(mb)]
5	67.1281	2.87746
6	94.9389	3.13733
7	110.438	3.22768
8	116.898	3.17885
9	114.35	2.9597
10	100.011	2.62374
11	87.3493	2.33181
12	85.5221	2.14837
13	87.9689	2.01922
14	88.9731	1.93015
15	92.0804	1.95665
16	92.0477	1.99013
17	94.7474	2.12302
18	92.8099	2.21072
19	92.6453	2.37629
20	92.3314	2.57352
21	91.796	2.78787
22	93.7415	3.12315
23	96.6687	3.53022
24	99.1461	3.97321
25	103.727	4.53696
26	110.122	5.28497
27	117.775	6.25858
28	118.605	6.95113
29	120.762	7.88908
30	116.277	8.68406
31	123.747	10.3957
32	108.089	10.6783
33	107.271	12.0599
34	95.4523	12.6316
35	87.7556	13.4052
36	76.7711	13.9244
37	82.5131	16.0562
38	74.3804	16.7674
39	75.0401	18.5029
#5 parameters: [En Int(mb)]
5	57.8378	5.11779
7	73.1924	5.19727
9	88.867	4.91327
11	91.9524	4.28697
13	104.599	3.96915
15	114.158	3.8542
17	119.173	4.00601
19	119.948	4.30842
21	118.879	4.80512
23	126.084	5.89492
25	133.452	7.3063
27	151.398	9.84384
29	152.875	12.2678
31	153.979	16.0862
33	133.353	18.4655
35	109.64	20.6235
37	98.7422	25.2045
39	89.918	30.9235
